signalType,detectedAt,score,entryTime,entryPrice,entryFamily,stop,targetPrice,splitTargetPrices,exitTime,exitPrice,exitReason,holdingHours,grossR,feeCostR,slippageCostR,costsR,netR,symbol,support,relVol,signalLow,dailyAtr,configurationId,stage
1Day,1716249600000,77.66018947870312,1716285600000,1.16868405,breakout,1.001169,,,1717495200000,1.59949985,time-14d,336,2.580066686545,0.008262493131,0.008263138148,0.016525631279,2.563541055266,AGLD,1.0152,1.0419874444635315,1.0062,0.07139285714285733,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1716249600000,82.66002449107626,1716289200000,9.2376165,breakout,7.966965,,,1717498800000,8.8905525,time-14d,336,-0.266005273673,0.007133415024,0.007133348522,0.014266763546,-0.280272037219,APT,8.115,1.3038090247206915,8.007,0.48135714285714476,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1716249600000,78.6089225046468,1716292800000,1.21010475,breakout,0.942066,,,1717502400000,1.08055945,time-14d,336,-0.479035214125,0.004273009406,0.004272889647,0.008545899054,-0.487581113179,ARB,0.965,2.14951246554916,0.9468,0.05583571428571431,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1716249600000,71.46571178156634,1716303600000,1.3228611,breakout,1.16415,,,1717513200000,1.30864535,time-14d,336,-0.081279759261,0.008290240727,0.008290220407,0.016580461133,-0.097860220394,APE,1.19,1.1242102272494978,1.17,0.07148571428571478,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1716249600000,82.98690539555683,1716314400000,0.79229595,breakout,0.656899,,,1717524000000,0.91983985,time-14d,336,0.948322691168,0.006322652763,0.006322889844,0.012645542606,0.935677148562,MAGIC,0.6696,1.56491436814193,0.6602,0.04629999999999984,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1717286400000,79.34162780435916,1717405200000,1.51965945,breakout,1.325141,,,1718384400000,1.3244784295,stop,272,-0.996095743103,0.007310714946,0.007310465922,0.014621180869,-1.010716923972,AGLD,1.342,1.1534662143333205,1.3318,0.09648571428571442,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1717545600000,86.52843341177774,1717603200000,2.3043516,breakout,1.874978,,,1718384400000,1.874040511,stop,217,-0.997317953409,0.004865683534,0.004865434205,0.009731117739,-1.007049071148,STX,1.9054,1.5836284090101782,1.8844,0.1265571428571425,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1717891200000,89.09429977902914,1717916400000,0.6433215,breakout,0.520783,,,1718157600000,0.5205226085,stop,67,-0.997376334785,0.004748891608,0.004748642263,0.009497533871,-1.006873868656,BICO,0.527,1.944402708428901,0.5234,0.04217857142857141,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1718305200000,57.037909407822596,1718366400000,79.849905,breakout,77.7891,82.9411125,,1718384400000,77.75020545,stop,5,-0.980636207696,0.038237511664,0.038237266505,0.076474778169,-1.057110985865,LTC,78.18,1.1321781297730984,77.25,2.749999999999993,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1718402400000,66.5718693116111,1718434800000,2.07673785,breakout,1.826422,2.452211625,,1718676000000,1.825508789,stop,67,-0.995853838261,0.007794645523,0.007794396559,0.015589042082,-1.011442880343,LDO,1.8356,1.1132767702157351,1.8172,0.18009285714285655,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1720915200000,76.44279469143424,1720972800000,26.283135,breakout,24.26805,,,1722182400000,26.796595,time-14d,336,0.267978770126,0.0131705933,0.013170660295,0.026341253595,0.241637516532,DASH,24.68,1.3222652654035056,24.39,1.656428571428569,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1721001600000,72.78217182259095,1721023200000,1.9199595,breakout,1.674585,,,1721858400000,1.6737477075,stop,232,-0.996089650718,0.007322902762,0.007322653739,0.014645556501,-1.010735207219,SNX,1.7,1.0878885599444412,1.683,0.12757142857142856,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1721088000000,70.15588175618966,1721149200000,14.5442685,breakout,13.328025,,,1721858400000,13.3213609875,stop,197,-0.994023811844,0.011455612913,0.011455364407,0.02291097732,-1.016934789163,LINK,13.44,1.0657101303040497,13.395,0.8618571428571445,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1721088000000,85.25591162405047,1721149200000,0.2045022,breakout,0.190045,,,1721872800000,0.1899499775,stop,201,-0.992930857981,0.013642066842,0.013641818609,0.027283885452,-1.020214743432,ONT,0.1927,1.106016737441913,0.191,0.012357142857142869,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1721088000000,78.828501891704,1721152800000,39.385683,breakout,33.02803,,,1722362400000,37.1104355,time-14d,336,-0.351859404721,0.006016065874,0.006015977909,0.012032043783,-0.363891448503,ORDI,33.45,1.0760433804026988,33.194,3.377571428571419,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1721088000000,72.46783106135905,1721160000000,0.3673836,breakout,0.322977,,,1722369600000,0.3330334,time-14d,336,-0.765651952638,0.007886406525,0.007886215112,0.015772621637,-0.781424574275,SEI,0.3273,1.280393646841016,0.3246,0.03099999999999991,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1721088000000,73.88085902570646,1721196000000,1.66713315,breakout,1.404741,,,1721840400000,1.4040386295,stop,179,-0.996824790681,0.00585225545,0.005852006243,0.011704261693,-1.008529052374,ARKM,1.433,1.1586350298713026,1.4118,0.15995714285714288,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1721347200000,70.49676985751915,1721372400000,1.0001988495,breakout,0.994282605,,,1722582000000,0.999809845,time-14d,336,0.103274974521,0.169026879678,0.169026905497,0.338053785176,-0.234778810654,USDC,0.999609,1.1880573589711272,0.999279,0.0004313571428571361,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1721433600000,72.47174289723387,1721462400000,0.006199098,breakout,0.00419094,,,1722672000000,0.0046046965,time-14d,336,-0.791272399881,0.002689976212,0.002689778394,0.005379754606,-0.796652154487,TURBO,0.004289,2.234239113313047,0.004212,0.0006277142857142859,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1722970800000,36.99339671972499,1723158000000,0.141300615,breakout,0.1338275,0.1525102875,,1723406400000,0.13376058625,stop,69,-0.990550794414,0.018403383412,0.018403135774,0.036806519186,-1.0273573136,ENJ,0.1345,1.453715246544486,0.13298,0.013872857142857211,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1723161600000,79.36097476770101,1723190400000,0.4752375,breakout,0.408945,,,1724400000000,0.5107445,time-14d,336,0.543047856092,0.007436602934,0.007436738696,0.01487334163,0.528174514462,CELO,0.416,1.072275268172103,0.411,0.04071428571428544,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1723161600000,84.64606586353082,1723248000000,0.166833375,breakout,0.14707095,,,1724457600000,0.18844573,time-14d,336,1.102597479813,0.008988752772,0.008989028421,0.017977781193,1.08461969862,STEEM,0.14895,1.5205318256731917,0.14781,0.012644999999999993,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1723852800000,78.79014639750461,1723874400000,0.13482738,breakout,0.12866345,,,1725084000000,0.158270825,time-14d,336,3.827103812016,0.023775270404,0.02377622718,0.047551497584,3.779552314433,TRX,0.13098,1.1170586864654113,0.12931,0.0032950000000000015,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1724198400000,75.78873707524512,1724259600000,23.91195,breakout,21.23131,,,1725033600000,21.220694345,stop,215,-0.995542109347,0.008418259137,0.008418010251,0.016836269388,-1.012378378735,AR,21.532,1.3991424015799305,21.338,1.9102857142857232,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1724457600000,77.75815175602693,1724497200000,0.021820905,breakout,0.0184473,,,1724799600000,0.01843807635,stop,84,-0.996767552811,0.005966759794,0.005966510602,0.011933270396,-1.008700823207,GALA,0.0189,1.4160470729066077,0.01854,0.001262142857142852,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1725926400000,73.46390640129954,1725948000000,0.190095,breakout,0.1786025,,,1727157600000,0.21739125,time-14d,336,2.392864911899,0.017728355449,0.017728953665,0.035457309115,2.357407602784,POWR,0.1812,1.5607032175939064,0.1795,0.011671428571428553,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1725926400000,74.39034098068511,1725958800000,0.10413204,breakout,0.0951618,,,1727168400000,0.10856569,time-14d,336,0.506118007991,0.011855743548,0.011855870077,0.023711613625,0.482406394366,DOGE,0.09622,1.4877658202870598,0.09564,0.00575785714285716,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1726171200000,34.174465188990105,1726214400000,0.3125562,breakout,0.300689,0.330357,,1726444800000,0.3005386555,stop,64,-0.986837670217,0.02583148744,0.025831240731,0.051662728171,-1.038500398388,ARK,0.3022,1.1094100299264944,0.3018,0.01884999999999982,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1726617600000,81.24366752425712,1726804800000,0.37368675,breakout,0.311037,,,1728014400000,0.33233375,time-14d,336,-0.654431980974,0.005634663347,0.005634499739,0.011269163085,-0.665701144059,MAGIC,0.3151,1.0055411272578865,0.3126,0.0232857142857141,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1726963200000,74.31862466429436,1727107200000,2.0212101,breakout,1.8219445,,,1727895600000,1.82103352775,stop,219,-0.994930886214,0.009641010861,0.009640762129,0.01928177299,-1.014212659204,CAKE,1.8568,3.2074318108103523,1.8311,0.08079999999999989,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1727136000000,81.41242983434071,1727164800000,23.435712,breakout,18.925895,,,1727805600000,18.9164320525,stop,178,-0.997402998836,0.00469555018,0.004695300829,0.009390851009,-1.006793849845,AR,19.2,2.922198525403747,19.021,1.4160000000000097,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1728691200000,85.12741038678519,1728828000000,0.34987485,breakout,0.26666,,,1730037600000,0.35052465,time-14d,336,0.012017085893,0.004208380475,0.00420838348,0.008416763955,0.003600321938,ENA,0.2721,2.0136950392338164,0.268,0.03994285714285707,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1729011600000,41.50231596407336,1729036800000,70.885425,breakout,65.26205,79.3204875,,1730246400000,73.94301,time-14d,336,0.556605241514,0.012877358793,0.012877497944,0.025754856736,0.530850384778,LTC,65.59,3.148141405708089,65.25,2.4092857142857054,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1729278000000,56.38742360132667,1729414800000,0.20620305,breakout,0.1929305,0.226111875,,1729702800000,0.19283403475,stop,80,-0.992235855205,0.015032419722,0.015032171663,0.030064591384,-1.022300446589,BICO,0.1939,1.396750596390127,0.1919,0.014964285714285694,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1730246400000,88.99445634984008,1730300400000,0.264132,breakout,0.241785,,,1730552400000,0.2416641075,stop,70,-0.994093166868,0.011316868204,0.01131661968,0.022633487884,-1.016726654752,CRV,0.245,1.1036697897097476,0.243,0.013571428571428535,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730851200000,81.04263517385776,1730919600000,25.2636255,breakout,21.940745,,,1732129200000,28.815585,time-14d,336,1.077077553647,0.008137399238,0.008137668508,0.016275067746,1.0608024859,EGLD,22.187,1.2100270286813528,22.051,1.4261428571428583,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,82.31939261889079,1730984400000,0.21500745,breakout,0.1889505,,,1732194000000,0.2542728,time-14d,336,1.515910342538,0.009004896007,0.009005274984,0.018010170991,1.497900171547,POWR,0.1925,1.2872739925336807,0.1899,0.010749999999999985,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,77.62577492788179,1730995200000,0.3887943,breakout,0.331733,,,1732204800000,0.77911025,time-14d,336,6.850527415253,0.010233770962,0.010235483594,0.020469254556,6.830058160697,ADA,0.3391,1.8300965367180155,0.3334,0.019178571428571406,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,91.51148377391385,1730998800000,0.0024162075,breakout,0.001334494,,,1732208400000,0.0020121934,time-14d,336,-0.371447707734,0.002046937983,0.002046845121,0.004093783104,-0.375541490838,NEIRO,0.0013508,3.030473252234002,0.0013412,0.00020994999999999998,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,91.5351922917161,1730998800000,0.175297605,breakout,0.155817,,,1732208400000,0.21463263,time-14d,336,2.029197758489,0.010008165429,0.010008672729,0.020016838158,2.009180920331,STEEM,0.15849,2.7654390057634477,0.1566,0.00888214285714285,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,77.01664462024674,1731006000000,0.10101048,breakout,0.092933,,,1732215600000,0.253603135,time-14d,336,18.913076850701,0.021950757848,0.021955486117,0.043906243965,18.869170606736,XLM,0.09444,1.86129711149073,0.0934,0.002900000000000003,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,81.95243351326643,1731009600000,2.25282585,breakout,1.675978,,,1732219200000,2.1217386,time-14d,336,-0.223455803814,0.003791783613,0.003791727749,0.007583511363,-0.231039315176,ARKM,1.7019,3.260896850043028,1.6844,0.1531857142857144,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,71.27223739227006,1731013200000,1.944972,breakout,1.54225,,,1732222800000,2.5397295,time-14d,336,1.482412185081,0.005567986725,0.005568357328,0.011136344054,1.471275841027,IO,1.578,1.5429203548689439,1.55,0.16021428571428573,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,83.19070760543931,1731016800000,26.921454,breakout,23.35464,,,1732226400000,29.9700075,time-14d,336,0.862674644655,0.007975109089,0.007975324758,0.015950433847,0.846724210808,EGLD,23.743,2.022750396540516,23.472,1.4444285714285725,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,79.42513893035981,1731045600000,12.8434185,breakout,10.73804,,,1732255200000,15.304344,time-14d,336,1.175560593974,0.006684727354,0.006685021244,0.013369748599,1.162190845375,LINK,10.839,1.7750579593748128,10.792,0.7203571428571444,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1730998800000,40.86813594518013,1731063600000,28.084035,breakout,26.65207,30.2319825,,1731196800000,30.21686650875,target-1.5R,37,1.509801217209,0.020356957575,0.020357335026,0.040714292601,1.469086924608,AVAX,26.786,1.1434067021458736,26.52,1.5327857142857149,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1730937600000,82.93245700342267,1731063600000,0.358609215,breakout,0.3017835,,,1732273200000,0.456941415,time-14d,336,1.737593622887,0.007175894135,0.007176328534,0.014352222669,1.723241400218,POL,0.305,1.7543181749232941,0.3033,0.017220000000000003,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,86.67897955702838,1731070800000,0.1256628,breakout,0.11343,,,1732280400000,0.2424787,time-14d,336,9.56444967628,0.015047311327,0.015049702439,0.030097013766,9.534352662514,ALGO,0.1155,2.5320419294043868,0.114,0.006164285714285757,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,74.37383833082428,1731070800000,0.31145565,breakout,0.271237,,,1732280400000,0.4327835,time-14d,336,3.025959349705,0.00925241337,0.00925316986,0.018505583231,3.007453766474,MANA,0.2733,1.1334747676224817,0.2726,0.017864285714285878,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,82.84947856199732,1731070800000,0.262981425,breakout,0.2353573,,,1732280400000,0.360029895,time-14d,336,3.524455525741,0.011276580163,0.011277461277,0.02255404144,3.5019014843,SAND,0.2393,1.3922329273791219,0.23654,0.014717857142857076,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,91.72459850987464,1731070800000,1.562781,breakout,1.288525,,,1732280400000,1.845077,time-14d,336,1.035528848959,0.006212914212,0.006213173094,0.012426087305,1.023102761653,SNX,1.304,2.069194357312089,1.295,0.09257142857142846,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,89.08657516230673,1731070800000,0.28284135,breakout,0.2520335,,,1732280400000,0.31894045,time-14d,336,1.181517048415,0.009766695826,0.009766991205,0.019533687031,1.161983361384,STG,0.2548,1.9084744350986118,0.2533,0.013228571428571262,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,83.6451806601822,1731081600000,3.8889435,breakout,3.372055,,,1732291200000,4.7006485,time-14d,336,1.57867702609,0.008308940903,0.008309335572,0.016618276475,1.562058749614,FIL,3.42,1.7434500163466622,3.389,0.1896428571428575,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,80.51329821974969,1731081600000,72.546255,breakout,64.9934,,,1732291200000,89.97499,time-14d,336,2.318328632021,0.010758927915,0.010759507497,0.021518435413,2.296810196608,LTC,65.59,1.8751175324625748,65.32,3.0671428571428487,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,78.56616623949571,1731103200000,0.59639805,breakout,0.4878485,,,1732312800000,0.7886055,time-14d,336,1.777068629027,0.006379591394,0.006380035661,0.012759627055,1.764309001972,ARB,0.4972,1.856803478383364,0.4903,0.033664285714285716,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,81.60358639655259,1731106800000,4.6953465,breakout,4.178005,,,1732316400000,7.3533215,time-14d,336,5.149403247178,0.01164479169,0.011646079041,0.02329087073,5.126112376448,ATOM,4.228,1.4782181919637645,4.199,0.2552142857142863,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,80.69206893763572,1731110400000,0.294737295,breakout,0.267058,,,1732320000000,0.363887965,time-14d,336,2.510179540339,0.01189743561,0.011898063155,0.023795498765,2.486384041573,ONG,0.27226,1.750389366704286,0.2684,0.015391428571428676,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,89.87727773050285,1731114000000,0.1364682,breakout,0.1214895,,,1732323600000,0.1829085,time-14d,336,3.111084406524,0.010661028661,0.010661806432,0.021322835092,3.089761571431,ICX,0.1231,1.6766320824901968,0.1221,0.007292857142857158,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,74.01347946830617,1731132000000,0.55797885,breakout,0.4800875,,,1732341600000,0.63958005,time-14d,336,1.055316155131,0.007687367724,0.007687631553,0.015374999278,1.039941155854,BEL,0.485,1.2931255881848729,0.4825,0.04098571428571437,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,90.87985974861334,1731132000000,24.162075,breakout,21.8502,,,1732341600000,30.50474,time-14d,336,2.755339280887,0.01182304731,0.011823736145,0.023646783455,2.731692497432,DASH,22.09,2.1091494305038214,21.96,0.9621428571428545,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,77.29229262039357,1731132000000,0.153406665,breakout,0.13246435,,,1732341600000,0.21685152,time-14d,336,3.038346047225,0.008839953582,0.008840713169,0.017680666751,3.020665380475,ENJ,0.13541,1.444234896809227,0.13313,0.010343571428571502,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,77.19685277780772,1731132000000,1.66153035,breakout,1.2947935,,,1732341600000,1.90514695,time-14d,336,0.669144646904,0.004862720095,0.004862887381,0.009725607476,0.659419039428,ETHFI,1.3167,1.8617494894200546,1.3013,0.12930714285714245,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,77.1660059890943,1731132000000,0.02249124,breakout,0.0188254,,,1732341600000,0.03074462,time-14d,336,2.258691050346,0.007261072496,0.007261637169,0.014522709665,2.24416834068,GALA,0.01923,1.3526967352145938,0.01892,0.0016342857142857097,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,81.47259872689207,1731132000000,0.31661823,breakout,0.28081885,,,1732341600000,0.372663575,time-14d,336,1.575166944232,0.009627007577,0.009627401368,0.019254408945,1.555912535287,GLM,0.286,1.5776447583312474,0.28223,0.018277857142857144,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1731106800000,49.989107789220775,1731132000000,0.12276135,breakout,0.118007,0.129892875,,1731218400000,0.129827928563,target-1.5R,24,1.512903972152,0.026564018064,0.02656439629,0.053128414353,1.459775557798,IOTA,0.1186,1.1275044034732136,0.117,0.006707142857142892,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1730937600000,81.35744639622169,1731132000000,4.4272125,breakout,3.785975,,,1732341600000,6.27686,time-14d,336,2.892843915086,0.008346418059,0.00834714127,0.016693559329,2.876150355757,NEAR,3.829,1.9141309009246197,3.805,0.289071428571429,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,75.08397178843505,1731132000000,0.18759375,breakout,0.1644735,,,1732341600000,0.25117435,time-14d,336,2.759485732204,0.009488826894,0.009489516766,0.01897834366,2.740507388545,ONT,0.1658,2.045530483351825,0.1653,0.011071428571428583,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,85.07946876397628,1731139200000,38.4622215,breakout,31.088775,,,1732348800000,39.6811495,time-14d,336,0.170612209636,0.005298971858,0.005299014511,0.010597986369,0.160014223267,ORDI,31.608,2.092166342411947,31.245,2.575357142857132,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,72.72351572789928,1731146400000,16.264128,breakout,14.042435,,,1732356000000,17.027482,time-14d,336,0.351083610562,0.007492396564,0.007492484335,0.014984880899,0.336098729662,NMR,14.389,1.718636787106445,14.113,0.9922857142857121,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,88.39002948825336,1731150000000,10.4162055,breakout,9.19579,,,1732359600000,14.5177375,time-14d,336,3.370983079123,0.010215350018,0.010216192764,0.020431542782,3.350551536342,NEO,9.341,1.6918907039426796,9.242,0.4842142857142853,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,74.11223457267323,1731153600000,0.4304151,breakout,0.3453645,,,1732363200000,0.5443277,time-14d,336,1.345081633757,0.005730369921,0.005730706191,0.011461076112,1.333620557645,STRK,0.3472,1.3943580550198886,0.3471,0.026914285714285776,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,86.7682411682299,1731193200000,1.4619306,breakout,1.2470335,,,1731474000000,1.24640998325,stop,78,-0.996600233321,0.006301482391,0.006301233241,0.012602715633,-1.009202948954,FET,1.2645,2.358639869271689,1.2533,0.10049285714285675,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,87.32580271906082,1731196800000,0.76708335,breakout,0.6215765,,,1732406400000,1.05137405,time-14d,336,1.960045180004,0.006248700319,0.00624919033,0.012497890649,1.947547289354,ONDO,0.6268,2.027012309815042,0.6247,0.05320714285714295,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1730937600000,74.93617204834078,1731196800000,63.67182,breakout,56.40655,,,1732406400000,99.460245,time-14d,336,4.937187468601,0.011226841191,0.011228075488,0.022454916679,4.914732551922,QNT,56.79,1.6309566976915344,56.69,3.0014285714285505,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1731088800000,63.71684096083171,1731207600000,8.68434,breakout,7.662495,10.2171075,,1732291200000,10.21199894625,target-1.5R,301,1.50424721949,0.009246186528,0.00924656259,0.018492749119,1.485754470372,ICP,7.701,1.5543500795680731,7.634,0.49599999999999916,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1731110400000,81.5353968254863,1731207600000,8.68434,breakout,7.59583,,,1732417200000,11.784105,time-14d,336,2.857116608942,0.009402047294,0.009402761573,0.018804808867,2.838311800075,ICP,7.701,2.5769765781896794,7.634,0.49599999999999916,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1731225600000,31.27539581402443,1731254400000,0.33860922,breakout,0.31781295,0.369803625,,1731276000000,0.317654043525,stop,6,-0.991862963887,0.015778388709,0.015778140744,0.031556529453,-1.02341949334,GLM,0.31941,1.4931949653668908,0.31846,0.016602142857142854,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1731600000000,65.868536373216,1731621600000,0.999857679,breakout,0.994105495,1.008485955,,1732831200000,0.998666417,time-14d,336,-0.033378626275,0.173718721098,0.173718712753,0.347437433851,-0.380816060126,USDC,0.999101,1.3405984608277526,0.998033,0.0008920714285714186,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1731628800000,74.7778936597256,1731679200000,0.9999987495,breakout,0.993042835,,,1732888800000,0.9985914545,time-14d,336,-0.058655120042,0.143661211189,0.143661196526,0.287322407715,-0.345977527757,USDC,0.999267,2.6093592512766484,0.998033,0.0008920714285714186,breakout:sweep:time:14:score70:relvol-1-4,development
1Day,1732233600000,71.11807646036065,1732320000000,0.16224108,breakout,0.13473295,,,1733529600000,0.248825525,time-14d,336,3.155067247392,0.007471729358,0.007472518125,0.014944247482,3.140122999909,CFX,0.13766,1.3157959419897838,0.13541,0.014770714285714295,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1732392000000,70.87586706759444,1732413600000,0.99999975,breakout,0.994195045,1.0087068075,,1733623200000,0.998012744,time-14d,336,-0.170206754693,0.172102845364,0.172102802813,0.344205648177,-0.51441240287,USDC,0.999191,2.421695724899211,0.997904,0.001036857142857141,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1732485600000,40.524980356235645,1732730400000,4.85032395,breakout,3.6656795,6.627290625,,1733032800000,6.623976979687,target-1.5R,84,1.502046141355,0.004842930269,0.00484330578,0.009686236049,1.492359905305,ZRO,3.6841,1.1199123146836936,3.6124,0.3518499999999999,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1733166000000,48.73292770599592,1733234400000,1.0004309655,breakout,0.994224895,1.00974007125,,1734444000000,0.9991611695,time-14d,336,-0.043505790016,0.161099695451,0.161099684575,0.322199380026,-0.365705170043,USDC,0.999221,2.045951345389708,0.9985,0.0011589999999999895,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1734717600000,60.409715259460405,1734778800000,1.2074034,breakout,0.84575,1.7498835,,1735988400000,1.19190375,time-14d,336,-0.039540620937,0.003317136172,0.003317126287,0.00663426246,-0.046174883397,ENA,0.85,1.6972267770437979,0.8462,0.1556571428571428,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1735581600000,52.129985555068366,1735779600000,0.67903935,breakout,0.4993905,0.948512625,,1736989200000,0.65057455,time-14d,336,-0.154746328741,0.003700591181,0.003700552494,0.007401143676,-0.162147472416,SYN,0.5019,1.1944052169313293,0.495,0.06455714285714283,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1736344800000,73.65465614779325,1736391600000,6.0920445,breakout,4.685455,8.20192875,,1736780400000,4.6831122725,stop,108,-0.99783554477,0.003830242147,0.003829992688,0.007660234835,-1.005495779605,GAS,4.709,3.619211795902184,4.626,0.31542857142857134,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1736532000000,46.822764445861196,1736629200000,15.5967945,breakout,14.61257,17.07313125,,1736722800000,14.605263715,stop,26,-0.992080566984,0.015343073768,0.015342825748,0.030685899515,-1.0227664665,NEO,14.686,1.2385248740086494,14.411,1.0664285714285728,breakout:support:fixed:1.5:score0:relvol-1-4,development
1Day,1736553600000,75.34859561192731,1736686800000,451.875825,breakout,418.1388,,,1736766000000,417.9297306,stop,22,-0.993306315539,0.012890964091,0.012890715764,0.025781679855,-1.019087995394,BCH,428.58,1.3366026488473532,420.24,23.380714285714316,breakout:sweep:time:14:score70:relvol-1-4,development
0Day,1736715600000,75.83049152020436,1736769600000,1.001130315,breakout,0.995261685,1.00993326,,1737979200000,0.99934008,time-14d,336,-0.134614041096,0.170437597446,0.170437563793,0.340875161239,-0.475489202335,USDC,1.000263,1.1016386006683148,0.999669,0.0007924285714285907,breakout:support:fixed:1.5:score0:relvol-1-4,development
0Day,1736780400000,63.033420860842114,1736823600000,0.00322161,breakout,0.002834755,0.0038018925,,1737288000000,0.002833337623,stop,129,-0.995838233964,0.007825861915,0.007825612956,0.015651474871,-1.011489708835,HMSTR,0.002849,1.5164110113492213,0.002827,0.00023735714285714292,breakout:support:fixed:1.5:score0:relvol-1-4,development
