symbol,split,variant,config_id,trades,win_rate,expectancy_r,profit_factor,max_drawdown_r,total_r
ETHUSDT,development,sweep_reclaim,20,30,0.26666666666666666,0.029573656685227333,1.0403277136616738,-6.4141737112896795,0.88720970055682
BTCUSDT,development,sweep_reclaim,21,30,0.36666666666666664,0.4181468930553655,1.6602319364032092,-5.1402254228575135,12.544406791660965
ETHUSDT,development,sweep_reclaim,21,30,0.3,0.16437484978397407,1.234821213977106,-6.373125877121412,4.9312454935192225
BTCUSDT,development,sweep_reclaim,22,16,0.25,-0.027094053780144428,0.9638745949598074,-4.156580991400512,-0.43350486048231085
ETHUSDT,development,sweep_reclaim,22,17,0.29411764705882354,0.13767545545620022,1.1950402285629502,-5.120778158189262,2.3404827427554036
BTCUSDT,development,sweep_reclaim,23,15,0.26666666666666666,0.04032500964531196,1.0549886495163345,-3.9999999999999982,0.6048751446796794
ETHUSDT,development,sweep_reclaim,23,17,0.29411764705882354,0.14128812459235712,1.200158176505839,-5.110902052318122,2.401898118070071
BTCUSDT,development,sweep_reclaim,24,20,0.25,-0.023975244674048234,0.968033007101269,-5.064221003447031,-0.4795048934809647
ETHUSDT,development,sweep_reclaim,24,16,0.1875,-0.2771940116449756,0.6588381395138763,-10.000000000000004,-4.4351041863196095
BTCUSDT,development,sweep_reclaim,25,19,0.2631578947368421,0.029271414532288074,1.0397254911509624,-5.0614274869671565,0.5561568761134734
ETHUSDT,development,sweep_reclaim,25,16,0.25,-0.028553618766197608,0.9619285083117365,-10.000000000000004,-0.45685790025916173
BTCUSDT,development,sweep_reclaim,26,11,0.2727272727272727,0.0662608584190596,1.091108680326207,-4.0,0.7288694426096556
ETHUSDT,development,sweep_reclaim,26,11,0.2727272727272727,0.051354164880035635,1.0706119767100488,-8.000000000000002,0.564895813680392
BTCUSDT,development,sweep_reclaim,27,10,0.3,0.17497097866859956,1.2499585409551421,-3.999999999999999,1.7497097866859956
ETHUSDT,development,sweep_reclaim,27,11,0.2727272727272727,0.05537537314267982,1.0761411380711847,-8.000000000000004,0.609129104569478
BTCUSDT,development,sweep_reclaim,28,23,0.34782608695652173,0.33846815699103,1.5189845073862456,-5.064221003447031,7.78476761079369
ETHUSDT,development,sweep_reclaim,28,23,0.21739130434782608,-0.1594402309155164,0.7962708160523958,-7.192784181964397,-3.667125311056877
BTCUSDT,development,sweep_reclaim,29,22,0.36363636363636365,0.40839246510348753,1.6417595880197664,-5.061427486967157,8.984634232276726
ETHUSDT,development,sweep_reclaim,29,23,0.2608695652173913,0.014321727790394664,1.019376455245828,-7.1684394107132725,0.3293997391790773
BTCUSDT,development,sweep_reclaim,30,13,0.3076923076923077,0.19742270303982254,1.2851661266130767,-4.0,2.566495139517693
ETHUSDT,development,sweep_reclaim,30,15,0.26666666666666666,0.02960784369940904,1.0403743323173757,-6.120778158189263,0.4441176554911356
BTCUSDT,development,sweep_reclaim,31,12,0.3333333333333333,0.3004062620566399,1.4506093930849602,-3.999999999999999,3.6048751446796787
ETHUSDT,development,sweep_reclaim,31,15,0.26666666666666666,0.03321513681675704,1.045293368386487,-6.110902052318128,0.49822705225135566
